,anise,apple,apple-cider,apple-pie,apricot,asparagus,avocado,baked-beans,baked-chicken,banana-bread,barbecue-sauce,beef,beef-steak,beer,beet,blackberry,blueberry,boysenberry,bread,broccoli,brussel-sprouts,burrito,cabbage,caipirinha,cardamom,carrot,cauliflower,celeriac,champagne,chanterelle,charoset,cheeseburger,cherry-tomato,chia,chili,chili-con-carne,chinese-cabbage,chinese-water-chestnut,chives,chocolate,chocolate-cake,chocolate-chip-cookies,chocolate-mousse,chokecherry,cinnamon,coconut,coffee,cold-brew-coffee,coriander,corn-salad,cornbread,cosmopolitan,cranberry,cronut,cucumber,daiquiri,date,diet,dill,donut,dumpling,easter-egg,eggplant,elderberry,empanada,endive,energy-drink,feijoa,fennel,fig,frozen-yogurt,fruit-salad,garden-tomato,garlic,gefilte-fish,gimlet,ginger,gooseberry,grape,grapefruit,grasshopper-cocktail,hamburger,honey,horseradish,hot-chocolate,hot-dog,huckleberry,ice-cream,iced-tea,kale,kale-de,kale-jp,kimchi,kohlrabi,kumquat,lamb,lasagna,leek,lemon,lemon-balm,lobster,long-island-iced-tea,lychee,macaron,mai-tai,maitake,mandarin-orange,mango,manhattan-cocktail,margarita,marshmallow,martini,marzipan,matzah-ball,meatball,meatloaf,meringue,microgreen,mimosa,mint-julep,mojito,moscow-mule,mulberry,mushroom,nachos,napa-cabbage,nectarine,negroni,nougat,nutmeg,okra,old-fashioned,onion,orange,parsnip,pasta-salad,peach,pear,peppermint,persimmon,pho,pie,pina-colada,pineapple,pizza,plum,pomegranate,popcorn,pork,pork-chops,pot-pie,potato,potato-gratin,pummelo,pumpkin,pumpkin-spice-latte,quince,quinoa,radish,ravioli,red-wine,redcurrant,rhubarb,risotto,rosemary,salad,salmon,sex-on-the-beach,shallot,shirley-temple,shrimp,sidecar,smoothie,soup,sour-cherry,spaghetti,spinach,star-anise,stew,strawberry,sushi,sweet-cherry,sweet-potato,swiss-chard,taco,tamale,tea,tequila-sunrise,tom-collins,turkey,turmeric,turnip,watermelon,whiskey-sour,white-russian,white-wine,wild-leek
2014-42,23.0,63.0,43.0,21.0,30.0,30.0,41.0,14.0,57.0,72.0,35.0,68.0,46.0,67.0,67.0,16.0,22.0,9.0,59.0,40.0,18.0,35.0,21.0,15.0,55.0,42.0,57.0,48.0,15.0,41.0,1.0,53.0,29.0,56.0,69.0,67.0,53.0,15.0,34.0,35.0,49.0,35.0,30.0,6.0,58.0,47.0,59.0,11.0,57.0,12.0,13.0,8.0,10.0,12.0,22.0,22.0,34.0,40.0,40.0,31.0,63.0,1.0,57.0,51.0,66.0,57.0,39.0,66.0,66.0,14.0,29.0,17.0,48.0,52.0,6.0,23.0,51.0,11.0,48.0,27.0,12.0,51.0,47.0,10.0,21.0,40.0,21.0,9.0,31.0,58.0,28.0,12.0,52.0,28.0,32.0,27.0,44.0,65.0,49.0,12.0,30.0,35.0,32.0,52.0,38.0,51.0,25.0,33.0,36.0,23.0,13.0,17.0,17.0,7.0,44.0,84.0,18.0,29.0,23.0,5.0,9.0,17.0,5.0,46.0,35.0,70.0,6.0,17.0,16.0,31.0,48.0,30.0,19.0,27.0,38.0,15.0,22.0,50.0,8.0,60.0,53.0,15.0,26.0,35.0,67.0,20.0,49.0,63.0,48.0,72.0,57.0,51.0,14.0,35.0,79.0,40.0,74.0,54.0,53.0,70.0,40.0,20.0,7.0,58.0,35.0,41.0,66.0,36.0,35.0,8.0,37.0,45.0,47.0,69.0,34.0,67.0,55.0,32.0,67.0,25.0,64.0,4.0,10.0,49.0,51.0,12.0,68.0,45.0,48.0,3.0,47.0,53.0,14.0,34.0,28.0,49.0,5.0
2014-43,25.0,58.0,60.0,20.0,27.0,28.0,37.0,15.0,50.0,69.0,36.0,69.0,46.0,67.0,67.0,18.0,22.0,16.0,59.0,39.0,18.0,43.0,21.0,17.0,54.0,39.0,54.0,53.0,17.0,39.0,0.0,55.0,23.0,51.0,68.0,83.0,51.0,16.0,43.0,37.0,49.0,33.0,31.0,4.0,60.0,45.0,56.0,8.0,55.0,10.0,15.0,7.0,11.0,30.0,21.0,20.0,31.0,40.0,45.0,33.0,65.0,2.0,53.0,45.0,67.0,60.0,37.0,64.0,60.0,14.0,26.0,17.0,46.0,51.0,5.0,21.0,50.0,7.0,49.0,29.0,12.0,47.0,47.0,10.0,24.0,49.0,26.0,8.0,30.0,56.0,35.0,24.0,46.0,33.0,30.0,27.0,43.0,61.0,47.0,18.0,29.0,43.0,33.0,47.0,39.0,36.0,30.0,29.0,37.0,20.0,16.0,20.0,22.0,8.0,48.0,84.0,22.0,15.0,22.0,4.0,8.0,16.0,4.0,45.0,42.0,69.0,5.0,19.0,24.0,33.0,46.0,33.0,18.0,29.0,37.0,16.0,20.0,51.0,9.0,69.0,48.0,15.0,26.0,36.0,71.0,15.0,53.0,79.0,49.0,70.0,61.0,55.0,14.0,51.0,90.0,36.0,77.0,49.0,53.0,68.0,41.0,30.0,7.0,54.0,35.0,41.0,62.0,43.0,36.0,8.0,32.0,45.0,45.0,72.0,25.0,69.0,54.0,25.0,68.0,25.0,59.0,5.0,10.0,53.0,52.0,14.0,66.0,40.0,47.0,4.0,48.0,56.0,13.0,37.0,31.0,46.0,7.0
2014-44,24.0,51.0,33.0,17.0,24.0,28.0,38.0,14.0,60.0,76.0,34.0,75.0,56.0,65.0,66.0,20.0,22.0,17.0,62.0,43.0,21.0,35.0,23.0,15.0,52.0,43.0,55.0,55.0,17.0,39.0,0.0,49.0,27.0,54.0,69.0,81.0,53.0,19.0,37.0,34.0,46.0,31.0,31.0,5.0,53.0,46.0,60.0,9.0,54.0,10.0,17.0,8.0,14.0,40.0,20.0,22.0,32.0,42.0,47.0,31.0,73.0,1.0,48.0,41.0,73.0,63.0,35.0,74.0,64.0,9.0,26.0,17.0,45.0,53.0,4.0,22.0,50.0,10.0,41.0,29.0,11.0,47.0,49.0,11.0,32.0,32.0,24.0,8.0,28.0,57.0,41.0,10.0,60.0,31.0,26.0,32.0,46.0,64.0,49.0,13.0,31.0,41.0,28.0,49.0,34.0,21.0,32.0,29.0,39.0,18.0,13.0,17.0,20.0,9.0,42.0,89.0,17.0,30.0,25.0,5.0,8.0,18.0,4.0,47.0,39.0,69.0,2.0,17.0,23.0,32.0,41.0,33.0,17.0,28.0,44.0,13.0,18.0,48.0,18.0,79.0,58.0,16.0,26.0,37.0,68.0,20.0,58.0,55.0,51.0,74.0,75.0,54.0,15.0,54.0,39.0,27.0,68.0,51.0,47.0,74.0,42.0,29.0,6.0,61.0,39.0,41.0,64.0,36.0,38.0,8.0,37.0,45.0,44.0,79.0,23.0,70.0,55.0,38.0,79.0,23.0,63.0,4.0,12.0,55.0,49.0,16.0,69.0,47.0,40.0,6.0,47.0,55.0,12.0,29.0,28.0,51.0,6.0
2014-45,27.0,51.0,39.0,19.0,32.0,29.0,39.0,14.0,60.0,78.0,35.0,79.0,44.0,67.0,64.0,22.0,24.0,19.0,63.0,48.0,26.0,36.0,24.0,17.0,50.0,48.0,63.0,63.0,20.0,40.0,1.0,56.0,26.0,55.0,68.0,83.0,53.0,20.0,44.0,38.0,52.0,39.0,36.0,4.0,62.0,49.0,63.0,8.0,56.0,17.0,23.0,8.0,20.0,26.0,20.0,21.0,35.0,39.0,45.0,33.0,79.0,3.0,48.0,44.0,74.0,73.0,61.0,73.0,62.0,15.0,28.0,22.0,45.0,57.0,10.0,20.0,56.0,9.0,42.0,32.0,20.0,49.0,51.0,11.0,49.0,32.0,27.0,8.0,30.0,60.0,55.0,10.0,56.0,33.0,32.0,31.0,49.0,75.0,55.0,3.0,32.0,38.0,24.0,52.0,34.0,32.0,37.0,31.0,42.0,19.0,17.0,18.0,23.0,8.0,45.0,89.0,20.0,21.0,29.0,5.0,9.0,19.0,5.0,47.0,36.0,74.0,2.0,22.0,19.0,36.0,42.0,43.0,20.0,35.0,48.0,13.0,20.0,48.0,28.0,87.0,61.0,20.0,22.0,39.0,69.0,8.0,61.0,59.0,52.0,76.0,81.0,59.0,18.0,59.0,36.0,21.0,74.0,50.0,55.0,88.0,46.0,22.0,6.0,63.0,42.0,42.0,66.0,41.0,39.0,9.0,32.0,52.0,45.0,87.0,28.0,68.0,60.0,44.0,83.0,25.0,64.0,4.0,16.0,54.0,48.0,20.0,74.0,43.0,46.0,9.0,44.0,56.0,10.0,38.0,32.0,53.0,3.0
2014-46,27.0,55.0,46.0,28.0,37.0,30.0,36.0,14.0,50.0,79.0,35.0,76.0,58.0,64.0,64.0,23.0,25.0,11.0,70.0,58.0,34.0,34.0,21.0,19.0,58.0,50.0,67.0,75.0,19.0,36.0,0.0,54.0,20.0,50.0,62.0,76.0,49.0,26.0,43.0,48.0,57.0,43.0,47.0,3.0,63.0,53.0,67.0,8.0,53.0,12.0,38.0,7.0,37.0,21.0,21.0,19.0,43.0,36.0,46.0,31.0,80.0,4.0,44.0,44.0,79.0,68.0,43.0,46.0,65.0,15.0,26.0,38.0,40.0,60.0,7.0,20.0,63.0,12.0,48.0,34.0,18.0,47.0,55.0,12.0,57.0,29.0,31.0,8.0,28.0,57.0,66.0,13.0,58.0,25.0,33.0,31.0,49.0,70.0,57.0,7.0,32.0,32.0,23.0,53.0,38.0,19.0,51.0,31.0,39.0,19.0,29.0,21.0,29.0,11.0,47.0,88.0,25.0,5.0,24.0,5.0,9.0,21.0,5.0,56.0,33.0,71.0,3.0,17.0,19.0,40.0,39.0,47.0,16.0,48.0,58.0,14.0,21.0,57.0,30.0,83.0,62.0,31.0,25.0,48.0,67.0,14.0,63.0,56.0,51.0,70.0,76.0,61.0,26.0,57.0,44.0,18.0,64.0,47.0,51.0,87.0,48.0,15.0,7.0,61.0,47.0,49.0,62.0,37.0,48.0,8.0,31.0,43.0,38.0,85.0,31.0,64.0,62.0,54.0,77.0,26.0,62.0,2.0,29.0,45.0,47.0,22.0,74.0,49.0,38.0,20.0,47.0,55.0,11.0,32.0,32.0,56.0,6.0
2014-47,37.0,95.0,88.0,94.0,56.0,48.0,33.0,22.0,62.0,89.0,34.0,57.0,44.0,71.0,85.0,32.0,36.0,26.0,93.0,91.0,88.0,28.0,21.0,21.0,83.0,91.0,88.0,95.0,26.0,44.0,0.0,43.0,23.0,45.0,59.0,46.0,39.0,61.0,86.0,67.0,72.0,49.0,87.0,2.0,87.0,85.0,66.0,9.0,53.0,26.0,97.0,11.0,95.0,17.0,21.0,27.0,67.0,29.0,58.0,28.0,83.0,3.0,36.0,52.0,80.0,78.0,34.0,49.0,90.0,14.0,20.0,92.0,36.0,91.0,11.0,28.0,89.0,12.0,62.0,38.0,28.0,41.0,93.0,24.0,44.0,28.0,39.0,10.0,28.0,62.0,68.0,18.0,48.0,28.0,44.0,34.0,51.0,99.0,80.0,9.0,37.0,47.0,25.0,62.0,45.0,32.0,93.0,35.0,66.0,21.0,100.0,31.0,25.0,9.0,42.0,63.0,61.0,16.0,50.0,13.0,11.0,37.0,5.0,91.0,31.0,72.0,2.0,27.0,21.0,100.0,38.0,82.0,20.0,94.0,88.0,18.0,29.0,88.0,29.0,92.0,53.0,90.0,37.0,95.0,68.0,6.0,87.0,54.0,47.0,48.0,73.0,78.0,52.0,52.0,80.0,21.0,71.0,43.0,48.0,80.0,63.0,36.0,10.0,54.0,92.0,83.0,53.0,44.0,100.0,16.0,36.0,66.0,36.0,74.0,42.0,56.0,80.0,69.0,51.0,40.0,57.0,2.0,97.0,45.0,40.0,25.0,69.0,53.0,51.0,96.0,49.0,95.0,11.0,57.0,48.0,87.0,6.0
2014-48,31.0,33.0,29.0,11.0,32.0,24.0,31.0,11.0,43.0,68.0,29.0,60.0,46.0,60.0,51.0,14.0,20.0,13.0,55.0,38.0,20.0,32.0,17.0,14.0,54.0,33.0,42.0,48.0,20.0,16.0,0.0,47.0,17.0,41.0,50.0,53.0,36.0,22.0,36.0,46.0,43.0,39.0,31.0,5.0,52.0,46.0,69.0,9.0,47.0,7.0,12.0,8.0,21.0,17.0,18.0,18.0,44.0,40.0,36.0,26.0,75.0,1.0,32.0,33.0,64.0,52.0,35.0,39.0,49.0,5.0,20.0,21.0,32.0,44.0,4.0,22.0,55.0,8.0,42.0,37.0,13.0,41.0,47.0,12.0,55.0,28.0,23.0,8.0,24.0,45.0,68.0,21.0,53.0,26.0,42.0,25.0,40.0,49.0,49.0,11.0,28.0,32.0,21.0,61.0,36.0,23.0,40.0,28.0,39.0,18.0,21.0,21.0,25.0,9.0,43.0,68.0,26.0,7.0,23.0,5.0,8.0,28.0,4.0,44.0,30.0,63.0,3.0,20.0,17.0,33.0,33.0,41.0,19.0,35.0,38.0,10.0,16.0,39.0,44.0,57.0,57.0,15.0,21.0,36.0,64.0,14.0,48.0,61.0,41.0,58.0,96.0,44.0,17.0,66.0,14.0,8.0,50.0,40.0,42.0,69.0,42.0,26.0,6.0,51.0,36.0,39.0,55.0,34.0,34.0,9.0,33.0,39.0,41.0,76.0,28.0,62.0,49.0,39.0,58.0,22.0,59.0,4.0,11.0,35.0,47.0,24.0,76.0,36.0,39.0,11.0,41.0,38.0,10.0,43.0,32.0,48.0,7.0
2014-49,40.0,34.0,34.0,10.0,33.0,26.0,35.0,13.0,50.0,66.0,35.0,69.0,37.0,67.0,52.0,17.0,22.0,12.0,61.0,41.0,20.0,33.0,18.0,15.0,62.0,37.0,44.0,44.0,23.0,21.0,0.0,49.0,18.0,41.0,53.0,55.0,41.0,30.0,38.0,57.0,51.0,55.0,39.0,2.0,62.0,53.0,75.0,8.0,48.0,9.0,12.0,10.0,22.0,14.0,20.0,19.0,55.0,39.0,40.0,30.0,67.0,0.0,44.0,44.0,72.0,60.0,40.0,28.0,55.0,15.0,21.0,25.0,36.0,50.0,7.0,20.0,66.0,8.0,47.0,40.0,22.0,45.0,51.0,15.0,64.0,30.0,21.0,8.0,27.0,45.0,65.0,19.0,58.0,19.0,43.0,30.0,49.0,52.0,59.0,7.0,31.0,36.0,25.0,66.0,38.0,21.0,48.0,31.0,51.0,19.0,23.0,24.0,32.0,11.0,55.0,74.0,40.0,19.0,29.0,5.0,9.0,34.0,4.0,49.0,33.0,57.0,2.0,22.0,27.0,39.0,35.0,46.0,18.0,42.0,38.0,13.0,17.0,44.0,59.0,48.0,57.0,13.0,23.0,40.0,66.0,14.0,57.0,66.0,49.0,67.0,57.0,49.0,21.0,66.0,12.0,8.0,43.0,41.0,42.0,76.0,50.0,19.0,5.0,51.0,43.0,41.0,62.0,36.0,34.0,11.0,32.0,64.0,41.0,64.0,28.0,64.0,56.0,46.0,63.0,26.0,62.0,4.0,10.0,34.0,48.0,33.0,80.0,40.0,46.0,4.0,40.0,36.0,10.0,45.0,40.0,53.0,5.0
2014-50,53.0,38.0,38.0,12.0,54.0,28.0,34.0,17.0,50.0,75.0,39.0,68.0,43.0,70.0,51.0,21.0,24.0,16.0,66.0,44.0,21.0,35.0,20.0,20.0,81.0,40.0,44.0,53.0,30.0,16.0,0.0,45.0,19.0,39.0,58.0,49.0,38.0,42.0,45.0,72.0,57.0,72.0,43.0,3.0,73.0,66.0,75.0,9.0,46.0,12.0,13.0,13.0,26.0,21.0,20.0,21.0,67.0,34.0,47.0,30.0,60.0,1.0,68.0,47.0,75.0,61.0,38.0,26.0,56.0,10.0,22.0,39.0,36.0,52.0,8.0,23.0,73.0,10.0,56.0,44.0,28.0,43.0,57.0,21.0,70.0,33.0,29.0,9.0,24.0,44.0,59.0,20.0,56.0,18.0,44.0,36.0,57.0,51.0,68.0,6.0,40.0,46.0,25.0,78.0,44.0,10.0,46.0,33.0,54.0,22.0,32.0,30.0,38.0,20.0,67.0,72.0,46.0,15.0,44.0,5.0,11.0,39.0,4.0,54.0,33.0,60.0,2.0,21.0,30.0,42.0,31.0,56.0,18.0,51.0,39.0,17.0,19.0,52.0,77.0,38.0,61.0,16.0,25.0,49.0,68.0,15.0,58.0,73.0,53.0,61.0,49.0,54.0,30.0,64.0,12.0,6.0,39.0,39.0,41.0,75.0,59.0,18.0,5.0,61.0,47.0,48.0,63.0,43.0,41.0,15.0,41.0,72.0,38.0,61.0,31.0,63.0,63.0,51.0,59.0,31.0,65.0,4.0,11.0,35.0,48.0,47.0,80.0,45.0,55.0,4.0,40.0,37.0,10.0,47.0,46.0,59.0,3.0
2014-51,66.0,55.0,52.0,31.0,64.0,53.0,36.0,31.0,62.0,94.0,50.0,94.0,50.0,82.0,71.0,33.0,36.0,30.0,87.0,70.0,50.0,28.0,21.0,23.0,100.0,70.0,63.0,70.0,46.0,25.0,0.0,42.0,31.0,37.0,70.0,49.0,35.0,98.0,69.0,83.0,76.0,86.0,76.0,3.0,93.0,88.0,74.0,10.0,61.0,21.0,29.0,19.0,41.0,18.0,25.0,40.0,92.0,33.0,73.0,30.0,72.0,2.0,53.0,59.0,79.0,84.0,33.0,29.0,88.0,13.0,24.0,75.0,40.0,84.0,10.0,35.0,84.0,13.0,79.0,54.0,53.0,43.0,96.0,93.0,63.0,38.0,34.0,10.0,24.0,51.0,65.0,18.0,55.0,17.0,47.0,73.0,90.0,70.0,91.0,11.0,83.0,62.0,29.0,85.0,56.0,18.0,68.0,39.0,92.0,28.0,45.0,44.0,49.0,17.0,91.0,63.0,78.0,11.0,100.0,5.0,15.0,62.0,6.0,98.0,34.0,63.0,3.0,30.0,34.0,62.0,37.0,86.0,16.0,69.0,61.0,19.0,31.0,85.0,76.0,39.0,64.0,35.0,46.0,92.0,78.0,19.0,82.0,72.0,77.0,48.0,47.0,89.0,94.0,62.0,16.0,7.0,51.0,37.0,48.0,92.0,85.0,33.0,7.0,83.0,92.0,76.0,74.0,54.0,74.0,22.0,56.0,97.0,47.0,69.0,39.0,64.0,94.0,86.0,62.0,46.0,73.0,5.0,27.0,36.0,47.0,85.0,78.0,68.0,69.0,16.0,46.0,45.0,9.0,89.0,88.0,96.0,2.0
2014-52,33.0,39.0,32.0,11.0,41.0,33.0,51.0,18.0,62.0,84.0,54.0,85.0,55.0,78.0,62.0,29.0,30.0,15.0,68.0,49.0,24.0,35.0,45.0,31.0,62.0,45.0,58.0,55.0,86.0,16.0,0.0,57.0,24.0,60.0,76.0,70.0,51.0,62.0,49.0,44.0,56.0,36.0,50.0,3.0,58.0,61.0,67.0,10.0,69.0,13.0,24.0,19.0,16.0,13.0,26.0,52.0,56.0,57.0,63.0,31.0,99.0,1.0,48.0,52.0,76.0,74.0,35.0,28.0,69.0,14.0,28.0,27.0,46.0,71.0,9.0,31.0,67.0,14.0,63.0,55.0,31.0,55.0,65.0,29.0,39.0,41.0,28.0,10.0,30.0,63.0,45.0,9.0,69.0,20.0,51.0,50.0,57.0,62.0,71.0,8.0,90.0,71.0,37.0,66.0,63.0,21.0,44.0,43.0,75.0,36.0,16.0,35.0,27.0,12.0,73.0,79.0,26.0,26.0,78.0,5.0,16.0,44.0,4.0,70.0,52.0,82.0,3.0,22.0,19.0,35.0,39.0,58.0,14.0,45.0,45.0,14.0,29.0,53.0,21.0,26.0,80.0,15.0,60.0,59.0,90.0,26.0,58.0,59.0,95.0,76.0,65.0,61.0,35.0,66.0,8.0,4.0,43.0,53.0,53.0,76.0,65.0,28.0,6.0,81.0,50.0,55.0,77.0,80.0,56.0,30.0,58.0,92.0,85.0,91.0,31.0,72.0,72.0,52.0,76.0,38.0,90.0,3.0,10.0,48.0,60.0,39.0,88.0,88.0,88.0,5.0,58.0,51.0,12.0,85.0,68.0,74.0,10.0
2015-01,22.0,34.0,13.0,7.0,33.0,31.0,68.0,15.0,52.0,70.0,39.0,88.0,61.0,64.0,72.0,23.0,32.0,17.0,66.0,53.0,22.0,41.0,30.0,16.0,59.0,47.0,80.0,52.0,21.0,10.0,0.0,62.0,31.0,81.0,69.0,80.0,61.0,22.0,41.0,36.0,49.0,33.0,31.0,2.0,53.0,51.0,65.0,11.0,73.0,10.0,14.0,9.0,9.0,12.0,33.0,22.0,36.0,66.0,47.0,29.0,78.0,0.0,63.0,40.0,64.0,76.0,30.0,30.0,66.0,23.0,31.0,19.0,48.0,68.0,4.0,20.0,62.0,10.0,38.0,53.0,15.0,57.0,61.0,13.0,36.0,34.0,15.0,9.0,33.0,83.0,53.0,11.0,72.0,21.0,58.0,36.0,50.0,61.0,66.0,10.0,31.0,44.0,30.0,54.0,41.0,25.0,36.0,40.0,43.0,20.0,12.0,17.0,22.0,11.0,48.0,95.0,19.0,22.0,26.0,4.0,8.0,20.0,5.0,51.0,41.0,85.0,9.0,17.0,21.0,28.0,37.0,33.0,19.0,40.0,46.0,12.0,21.0,38.0,12.0,22.0,72.0,11.0,28.0,43.0,71.0,8.0,47.0,53.0,58.0,91.0,77.0,55.0,18.0,70.0,6.0,4.0,39.0,86.0,50.0,78.0,47.0,23.0,5.0,62.0,36.0,52.0,88.0,33.0,47.0,8.0,46.0,50.0,96.0,97.0,38.0,80.0,73.0,39.0,84.0,36.0,73.0,4.0,12.0,58.0,61.0,20.0,91.0,45.0,41.0,5.0,65.0,43.0,11.0,40.0,33.0,57.0,9.0
2015-02,24.0,34.0,10.0,6.0,30.0,31.0,70.0,15.0,62.0,70.0,42.0,80.0,55.0,70.0,68.0,27.0,36.0,12.0,62.0,51.0,21.0,45.0,29.0,17.0,50.0,44.0,89.0,56.0,20.0,10.0,1.0,61.0,27.0,78.0,64.0,68.0,59.0,23.0,44.0,37.0,52.0,33.0,32.0,3.0,53.0,54.0,63.0,11.0,69.0,11.0,12.0,8.0,8.0,12.0,34.0,28.0,36.0,57.0,50.0,30.0,70.0,1.0,72.0,35.0,67.0,68.0,35.0,30.0,62.0,17.0,31.0,22.0,47.0,65.0,8.0,23.0,59.0,11.0,38.0,55.0,10.0,57.0,56.0,11.0,27.0,32.0,24.0,10.0,29.0,82.0,46.0,23.0,72.0,20.0,51.0,32.0,50.0,60.0,66.0,9.0,31.0,40.0,26.0,50.0,44.0,18.0,43.0,43.0,40.0,22.0,12.0,17.0,19.0,10.0,48.0,93.0,18.0,23.0,28.0,3.0,9.0,20.0,7.0,51.0,43.0,78.0,5.0,20.0,16.0,26.0,33.0,36.0,18.0,41.0,45.0,12.0,22.0,37.0,11.0,16.0,67.0,11.0,30.0,42.0,71.0,5.0,42.0,52.0,60.0,91.0,71.0,52.0,16.0,71.0,5.0,3.0,33.0,87.0,54.0,72.0,47.0,22.0,5.0,64.0,38.0,50.0,85.0,42.0,42.0,13.0,43.0,53.0,90.0,80.0,35.0,79.0,71.0,39.0,74.0,39.0,74.0,5.0,11.0,57.0,61.0,16.0,85.0,49.0,49.0,4.0,59.0,40.0,12.0,39.0,26.0,54.0,7.0
2015-03,21.0,36.0,9.0,6.0,32.0,32.0,71.0,17.0,64.0,70.0,46.0,76.0,61.0,70.0,69.0,26.0,37.0,18.0,65.0,47.0,21.0,43.0,28.0,21.0,53.0,45.0,91.0,46.0,19.0,11.0,0.0,62.0,26.0,87.0,68.0,64.0,67.0,25.0,38.0,39.0,56.0,35.0,36.0,3.0,51.0,56.0,63.0,10.0,72.0,10.0,12.0,10.0,8.0,12.0,30.0,29.0,36.0,57.0,46.0,33.0,66.0,1.0,64.0,48.0,74.0,67.0,35.0,18.0,71.0,12.0,39.0,20.0,45.0,63.0,4.0,21.0,61.0,6.0,41.0,57.0,13.0,58.0,58.0,12.0,22.0,34.0,24.0,11.0,35.0,76.0,49.0,13.0,71.0,25.0,56.0,30.0,50.0,59.0,70.0,4.0,32.0,43.0,28.0,57.0,43.0,12.0,44.0,43.0,44.0,24.0,11.0,18.0,15.0,9.0,50.0,95.0,20.0,52.0,23.0,3.0,11.0,20.0,5.0,53.0,49.0,83.0,6.0,18.0,17.0,26.0,38.0,32.0,18.0,40.0,47.0,13.0,24.0,39.0,8.0,15.0,65.0,12.0,36.0,42.0,72.0,20.0,40.0,60.0,59.0,91.0,64.0,50.0,16.0,85.0,5.0,2.0,38.0,80.0,55.0,70.0,50.0,29.0,5.0,68.0,36.0,49.0,85.0,42.0,43.0,9.0,39.0,51.0,89.0,69.0,35.0,78.0,73.0,38.0,66.0,41.0,76.0,2.0,11.0,52.0,60.0,14.0,83.0,44.0,51.0,4.0,63.0,42.0,13.0,48.0,28.0,57.0,8.0
2015-04,21.0,33.0,8.0,6.0,31.0,31.0,72.0,19.0,69.0,73.0,53.0,77.0,54.0,68.0,65.0,23.0,38.0,13.0,66.0,45.0,20.0,51.0,26.0,15.0,51.0,42.0,91.0,48.0,16.0,11.0,0.0,59.0,27.0,73.0,69.0,82.0,55.0,27.0,39.0,42.0,66.0,38.0,34.0,1.0,51.0,57.0,62.0,10.0,71.0,10.0,12.0,10.0,7.0,9.0,30.0,27.0,38.0,52.0,51.0,36.0,68.0,2.0,56.0,48.0,67.0,66.0,36.0,29.0,62.0,13.0,35.0,21.0,45.0,62.0,5.0,23.0,60.0,9.0,44.0,54.0,10.0,61.0,59.0,13.0,26.0,46.0,30.0,11.0,32.0,70.0,43.0,20.0,64.0,21.0,55.0,29.0,47.0,54.0,66.0,9.0,32.0,44.0,28.0,61.0,47.0,16.0,41.0,44.0,42.0,25.0,11.0,16.0,17.0,6.0,60.0,92.0,20.0,21.0,26.0,3.0,11.0,20.0,6.0,52.0,72.0,82.0,10.0,17.0,15.0,23.0,34.0,33.0,20.0,39.0,42.0,14.0,23.0,33.0,7.0,15.0,60.0,11.0,34.0,42.0,73.0,14.0,38.0,54.0,59.0,87.0,55.0,49.0,15.0,63.0,5.0,2.0,24.0,72.0,58.0,65.0,49.0,30.0,5.0,61.0,37.0,46.0,80.0,33.0,41.0,8.0,35.0,62.0,82.0,68.0,28.0,76.0,72.0,33.0,68.0,41.0,73.0,2.0,11.0,49.0,65.0,16.0,79.0,47.0,59.0,4.0,56.0,41.0,14.0,47.0,27.0,59.0,8.0
2015-05,20.0,31.0,9.0,5.0,26.0,33.0,74.0,15.0,60.0,69.0,50.0,66.0,45.0,71.0,61.0,20.0,34.0,10.0,57.0,41.0,17.0,40.0,23.0,17.0,48.0,38.0,84.0,47.0,17.0,7.0,0.0,59.0,23.0,70.0,68.0,65.0,48.0,33.0,43.0,45.0,55.0,35.0,33.0,1.0,47.0,53.0,62.0,9.0,66.0,12.0,11.0,10.0,6.0,7.0,28.0,27.0,36.0,49.0,42.0,34.0,64.0,2.0,49.0,40.0,59.0,64.0,37.0,22.0,57.0,18.0,33.0,19.0,43.0,61.0,5.0,19.0,54.0,4.0,48.0,53.0,9.0,57.0,55.0,11.0,21.0,39.0,18.0,11.0,33.0,62.0,44.0,14.0,61.0,21.0,57.0,27.0,42.0,48.0,61.0,13.0,29.0,40.0,30.0,67.0,44.0,16.0,42.0,40.0,40.0,25.0,11.0,17.0,17.0,5.0,58.0,78.0,19.0,32.0,22.0,3.0,11.0,20.0,6.0,50.0,77.0,67.0,4.0,19.0,16.0,25.0,34.0,30.0,19.0,36.0,32.0,13.0,23.0,32.0,7.0,12.0,57.0,11.0,33.0,40.0,75.0,19.0,29.0,50.0,49.0,74.0,45.0,44.0,13.0,62.0,5.0,1.0,28.0,62.0,58.0,61.0,44.0,27.0,5.0,51.0,32.0,44.0,80.0,42.0,36.0,11.0,38.0,57.0,74.0,58.0,30.0,67.0,65.0,36.0,53.0,46.0,68.0,4.0,10.0,43.0,60.0,16.0,75.0,42.0,50.0,4.0,56.0,33.0,13.0,47.0,27.0,48.0,7.0
