,anise,apple,apple-cider,apple-pie,apricot,asparagus,avocado,baked-beans,baked-chicken,banana-bread,barbecue-sauce,beef,beef-steak,beer,beet,blackberry,blueberry,boysenberry,bread,broccoli,brussel-sprouts,burrito,cabbage,caipirinha,cardamom,carrot,cauliflower,celeriac,champagne,chanterelle,charoset,cheeseburger,cherry-tomato,chia,chili,chili-con-carne,chinese-cabbage,chinese-water-chestnut,chives,chocolate,chocolate-cake,chocolate-chip-cookies,chocolate-mousse,chokecherry,cinnamon,coconut,coffee,cold-brew-coffee,coriander,corn-salad,cornbread,cosmopolitan,cranberry,cronut,cucumber,daiquiri,date,diet,dill,donut,dumpling,easter-egg,eggplant,elderberry,empanada,endive,energy-drink,feijoa,fennel,fig,frozen-yogurt,fruit-salad,garden-tomato,garlic,gefilte-fish,gimlet,ginger,gooseberry,grape,grapefruit,grasshopper-cocktail,hamburger,honey,horseradish,hot-chocolate,hot-dog,huckleberry,ice-cream,iced-tea,kale,kale-de,kale-jp,kimchi,kohlrabi,kumquat,lamb,lasagna,leek,lemon,lemon-balm,lobster,long-island-iced-tea,lychee,macaron,mai-tai,maitake,mandarin-orange,mango,manhattan-cocktail,margarita,marshmallow,martini,marzipan,matzah-ball,meatball,meatloaf,meringue,microgreen,mimosa,mint-julep,mojito,moscow-mule,mulberry,mushroom,nachos,napa-cabbage,nectarine,negroni,nougat,nutmeg,okra,old-fashioned,onion,orange,parsnip,pasta-salad,peach,pear,peppermint,persimmon,pho,pie,pina-colada,pineapple,pizza,plum,pomegranate,popcorn,pork,pork-chops,pot-pie,potato,potato-gratin,pummelo,pumpkin,pumpkin-spice-latte,quince,quinoa,radish,ravioli,red-wine,redcurrant,rhubarb,risotto,rosemary,salad,salmon,sex-on-the-beach,shallot,shirley-temple,shrimp,sidecar,smoothie,soup,sour-cherry,spaghetti,spinach,star-anise,stew,strawberry,sushi,sweet-cherry,sweet-potato,swiss-chard,taco,tamale,tea,tequila-sunrise,tom-collins,turkey,turmeric,turnip,watermelon,whiskey-sour,white-russian,white-wine,wild-leek
2015-06,20.0,31.0,7.0,6.0,27.0,52.0,59.0,12.0,56.0,66.0,36.0,68.0,51.0,67.0,66.0,24.0,35.0,17.0,55.0,44.0,20.0,40.0,23.0,18.0,43.0,39.0,83.0,42.0,21.0,9.0,0.0,58.0,25.0,67.0,55.0,43.0,52.0,17.0,46.0,73.0,73.0,36.0,57.0,2.0,44.0,54.0,61.0,9.0,61.0,9.0,9.0,12.0,6.0,12.0,26.0,34.0,36.0,46.0,41.0,38.0,63.0,3.0,52.0,38.0,58.0,62.0,36.0,24.0,63.0,18.0,33.0,21.0,43.0,60.0,8.0,30.0,52.0,11.0,37.0,53.0,11.0,56.0,52.0,12.0,18.0,31.0,26.0,11.0,31.0,60.0,31.0,29.0,58.0,20.0,55.0,33.0,45.0,54.0,68.0,8.0,69.0,48.0,29.0,72.0,50.0,20.0,41.0,42.0,43.0,25.0,12.0,21.0,21.0,8.0,43.0,82.0,26.0,27.0,38.0,4.0,11.0,19.0,6.0,51.0,36.0,73.0,3.0,22.0,17.0,24.0,36.0,34.0,17.0,37.0,37.0,12.0,23.0,34.0,7.0,11.0,56.0,11.0,34.0,41.0,79.0,21.0,27.0,54.0,51.0,81.0,45.0,46.0,16.0,53.0,4.0,1.0,39.0,59.0,52.0,76.0,55.0,24.0,6.0,82.0,38.0,45.0,86.0,42.0,47.0,12.0,40.0,49.0,68.0,55.0,30.0,71.0,65.0,25.0,55.0,73.0,85.0,3.0,10.0,45.0,53.0,11.0,75.0,52.0,57.0,3.0,48.0,32.0,14.0,47.0,25.0,58.0,6.0
2015-07,21.0,31.0,9.0,6.0,26.0,54.0,58.0,15.0,61.0,81.0,41.0,74.0,59.0,65.0,63.0,24.0,36.0,15.0,61.0,45.0,19.0,38.0,24.0,19.0,47.0,41.0,81.0,43.0,20.0,9.0,0.0,56.0,26.0,68.0,61.0,61.0,55.0,21.0,43.0,45.0,56.0,35.0,42.0,3.0,51.0,56.0,63.0,9.0,64.0,9.0,12.0,10.0,6.0,11.0,28.0,34.0,32.0,46.0,44.0,38.0,89.0,4.0,50.0,40.0,63.0,62.0,37.0,24.0,61.0,17.0,31.0,20.0,44.0,62.0,7.0,25.0,56.0,9.0,37.0,49.0,11.0,57.0,54.0,12.0,26.0,33.0,26.0,12.0,32.0,61.0,30.0,28.0,58.0,21.0,59.0,30.0,47.0,54.0,68.0,5.0,56.0,48.0,33.0,66.0,54.0,21.0,47.0,41.0,48.0,29.0,11.0,20.0,17.0,6.0,44.0,88.0,21.0,19.0,28.0,4.0,11.0,20.0,8.0,50.0,36.0,89.0,5.0,19.0,26.0,21.0,46.0,39.0,14.0,37.0,38.0,13.0,24.0,31.0,6.0,11.0,62.0,11.0,38.0,39.0,79.0,15.0,29.0,53.0,55.0,85.0,51.0,51.0,15.0,60.0,4.0,1.0,34.0,61.0,53.0,77.0,51.0,30.0,7.0,66.0,36.0,43.0,88.0,50.0,43.0,10.0,46.0,55.0,70.0,70.0,40.0,77.0,67.0,37.0,69.0,47.0,85.0,4.0,10.0,49.0,57.0,12.0,85.0,45.0,72.0,3.0,55.0,34.0,13.0,44.0,39.0,60.0,6.0
2015-08,19.0,31.0,7.0,5.0,31.0,48.0,59.0,13.0,59.0,77.0,36.0,69.0,51.0,66.0,65.0,22.0,33.0,13.0,60.0,44.0,17.0,38.0,24.0,17.0,49.0,41.0,76.0,39.0,16.0,4.0,1.0,59.0,27.0,74.0,58.0,55.0,58.0,18.0,37.0,38.0,55.0,33.0,38.0,2.0,49.0,54.0,62.0,10.0,62.0,7.0,11.0,11.0,5.0,10.0,29.0,28.0,32.0,49.0,45.0,36.0,74.0,6.0,49.0,35.0,67.0,65.0,43.0,33.0,57.0,16.0,33.0,20.0,43.0,55.0,5.0,24.0,53.0,6.0,40.0,50.0,14.0,54.0,53.0,10.0,21.0,31.0,16.0,13.0,33.0,58.0,28.0,27.0,64.0,19.0,55.0,29.0,44.0,48.0,69.0,6.0,34.0,46.0,27.0,61.0,46.0,26.0,42.0,42.0,47.0,30.0,15.0,17.0,15.0,10.0,43.0,85.0,21.0,22.0,25.0,3.0,11.0,20.0,6.0,47.0,36.0,78.0,9.0,22.0,19.0,22.0,44.0,33.0,16.0,38.0,33.0,12.0,24.0,30.0,5.0,10.0,60.0,11.0,34.0,39.0,73.0,15.0,24.0,52.0,53.0,84.0,46.0,46.0,13.0,57.0,4.0,1.0,28.0,62.0,52.0,73.0,42.0,33.0,7.0,59.0,32.0,44.0,83.0,45.0,38.0,11.0,40.0,44.0,68.0,62.0,26.0,72.0,61.0,38.0,62.0,44.0,76.0,3.0,9.0,47.0,59.0,12.0,78.0,46.0,50.0,3.0,50.0,34.0,14.0,45.0,39.0,50.0,7.0
2015-09,21.0,30.0,7.0,6.0,30.0,53.0,62.0,16.0,62.0,73.0,37.0,64.0,51.0,65.0,62.0,23.0,33.0,18.0,58.0,44.0,18.0,37.0,26.0,20.0,43.0,40.0,78.0,42.0,16.0,4.0,1.0,60.0,24.0,70.0,60.0,43.0,52.0,21.0,41.0,37.0,54.0,32.0,33.0,3.0,46.0,54.0,61.0,10.0,65.0,9.0,10.0,10.0,5.0,14.0,28.0,30.0,32.0,49.0,47.0,34.0,69.0,8.0,47.0,37.0,67.0,58.0,42.0,24.0,63.0,18.0,37.0,18.0,44.0,55.0,10.0,21.0,53.0,6.0,38.0,49.0,17.0,55.0,55.0,10.0,18.0,31.0,25.0,12.0,35.0,58.0,22.0,25.0,59.0,20.0,55.0,28.0,45.0,46.0,69.0,18.0,33.0,47.0,33.0,63.0,45.0,14.0,41.0,46.0,49.0,28.0,13.0,17.0,14.0,8.0,41.0,85.0,20.0,17.0,25.0,4.0,12.0,20.0,6.0,48.0,38.0,65.0,8.0,20.0,11.0,26.0,40.0,36.0,15.0,39.0,31.0,13.0,24.0,31.0,5.0,9.0,62.0,11.0,36.0,42.0,72.0,13.0,25.0,49.0,52.0,83.0,42.0,45.0,13.0,45.0,4.0,1.0,26.0,62.0,53.0,71.0,47.0,24.0,9.0,56.0,32.0,45.0,83.0,46.0,39.0,10.0,40.0,52.0,72.0,55.0,26.0,70.0,62.0,33.0,55.0,46.0,77.0,3.0,10.0,50.0,59.0,12.0,81.0,52.0,61.0,3.0,56.0,31.0,15.0,44.0,36.0,54.0,5.0
2015-10,18.0,31.0,6.0,8.0,30.0,56.0,62.0,17.0,63.0,67.0,39.0,59.0,55.0,70.0,66.0,23.0,33.0,21.0,55.0,42.0,18.0,39.0,43.0,18.0,40.0,40.0,71.0,37.0,17.0,6.0,3.0,51.0,28.0,68.0,55.0,28.0,49.0,17.0,41.0,37.0,53.0,29.0,34.0,4.0,41.0,57.0,59.0,14.0,65.0,10.0,8.0,10.0,5.0,9.0,31.0,36.0,32.0,50.0,45.0,34.0,56.0,12.0,49.0,39.0,63.0,56.0,44.0,25.0,53.0,13.0,50.0,23.0,43.0,55.0,9.0,23.0,54.0,10.0,42.0,55.0,40.0,58.0,48.0,12.0,9.0,36.0,19.0,13.0,42.0,57.0,18.0,20.0,59.0,19.0,68.0,28.0,39.0,54.0,70.0,9.0,36.0,46.0,30.0,60.0,54.0,21.0,45.0,51.0,46.0,30.0,12.0,17.0,13.0,11.0,39.0,73.0,21.0,36.0,27.0,5.0,15.0,20.0,9.0,46.0,39.0,81.0,11.0,18.0,14.0,21.0,41.0,35.0,16.0,38.0,29.0,17.0,27.0,31.0,5.0,10.0,54.0,19.0,43.0,45.0,72.0,22.0,24.0,49.0,49.0,74.0,38.0,43.0,12.0,43.0,3.0,1.0,27.0,61.0,59.0,67.0,42.0,26.0,9.0,57.0,32.0,49.0,83.0,58.0,36.0,11.0,39.0,40.0,76.0,41.0,31.0,67.0,60.0,34.0,45.0,50.0,76.0,4.0,9.0,49.0,58.0,12.0,78.0,49.0,52.0,3.0,50.0,32.0,16.0,50.0,33.0,48.0,8.0
2015-11,18.0,30.0,6.0,6.0,30.0,54.0,61.0,17.0,62.0,64.0,39.0,58.0,56.0,81.0,66.0,26.0,33.0,12.0,55.0,38.0,17.0,38.0,99.0,20.0,47.0,43.0,61.0,36.0,16.0,4.0,4.0,48.0,28.0,69.0,54.0,26.0,44.0,16.0,41.0,35.0,49.0,27.0,33.0,2.0,42.0,54.0,58.0,16.0,71.0,13.0,7.0,9.0,5.0,11.0,32.0,38.0,34.0,49.0,45.0,32.0,49.0,17.0,48.0,44.0,63.0,58.0,40.0,31.0,54.0,20.0,48.0,23.0,43.0,51.0,12.0,21.0,48.0,11.0,42.0,52.0,34.0,58.0,50.0,16.0,8.0,36.0,22.0,16.0,44.0,54.0,14.0,26.0,55.0,27.0,64.0,31.0,36.0,57.0,70.0,22.0,31.0,56.0,31.0,80.0,54.0,16.0,48.0,56.0,44.0,30.0,12.0,16.0,14.0,10.0,37.0,66.0,20.0,33.0,22.0,5.0,14.0,20.0,7.0,45.0,39.0,56.0,7.0,21.0,13.0,22.0,40.0,31.0,15.0,36.0,32.0,17.0,25.0,31.0,6.0,10.0,54.0,12.0,43.0,44.0,71.0,13.0,23.0,50.0,44.0,74.0,30.0,47.0,12.0,34.0,3.0,1.0,20.0,59.0,53.0,68.0,42.0,24.0,10.0,55.0,33.0,51.0,77.0,49.0,37.0,11.0,38.0,42.0,75.0,37.0,33.0,65.0,59.0,31.0,43.0,50.0,75.0,4.0,9.0,50.0,57.0,11.0,78.0,50.0,57.0,3.0,47.0,34.0,18.0,45.0,34.0,50.0,9.0
2015-12,19.0,30.0,6.0,5.0,33.0,56.0,64.0,22.0,69.0,66.0,41.0,56.0,57.0,69.0,72.0,25.0,33.0,22.0,55.0,41.0,18.0,39.0,29.0,21.0,45.0,42.0,62.0,36.0,17.0,7.0,20.0,44.0,28.0,75.0,53.0,27.0,48.0,17.0,48.0,37.0,50.0,28.0,32.0,3.0,41.0,57.0,59.0,14.0,70.0,14.0,8.0,10.0,5.0,7.0,34.0,37.0,31.0,50.0,49.0,33.0,53.0,27.0,51.0,37.0,64.0,57.0,40.0,32.0,58.0,29.0,40.0,26.0,44.0,55.0,21.0,21.0,53.0,11.0,44.0,54.0,13.0,58.0,54.0,13.0,8.0,36.0,26.0,13.0,44.0,54.0,14.0,25.0,55.0,24.0,67.0,39.0,39.0,46.0,72.0,16.0,33.0,58.0,28.0,66.0,56.0,17.0,42.0,57.0,42.0,30.0,12.0,16.0,16.0,16.0,39.0,71.0,20.0,28.0,29.0,5.0,13.0,20.0,11.0,48.0,39.0,55.0,2.0,19.0,13.0,24.0,45.0,31.0,16.0,35.0,31.0,20.0,27.0,34.0,4.0,10.0,52.0,11.0,43.0,48.0,72.0,17.0,25.0,49.0,49.0,76.0,31.0,43.0,16.0,40.0,3.0,0.0,31.0,62.0,58.0,68.0,41.0,43.0,12.0,56.0,31.0,52.0,80.0,50.0,37.0,12.0,34.0,50.0,76.0,37.0,29.0,65.0,63.0,28.0,37.0,53.0,79.0,5.0,9.0,49.0,61.0,11.0,76.0,61.0,62.0,3.0,50.0,33.0,18.0,42.0,34.0,48.0,13.0
2015-13,27.0,33.0,5.0,6.0,43.0,84.0,65.0,36.0,63.0,69.0,41.0,53.0,54.0,72.0,81.0,26.0,39.0,31.0,58.0,46.0,23.0,38.0,24.0,22.0,49.0,57.0,67.0,36.0,17.0,5.0,100.0,44.0,37.0,72.0,57.0,23.0,50.0,21.0,52.0,45.0,59.0,27.0,46.0,4.0,44.0,76.0,57.0,23.0,66.0,22.0,9.0,9.0,6.0,8.0,38.0,37.0,34.0,48.0,62.0,34.0,47.0,86.0,51.0,44.0,65.0,60.0,41.0,38.0,67.0,17.0,47.0,59.0,48.0,60.0,80.0,26.0,50.0,9.0,46.0,52.0,20.0,58.0,60.0,23.0,9.0,36.0,19.0,14.0,56.0,56.0,12.0,25.0,55.0,19.0,57.0,96.0,41.0,57.0,94.0,22.0,34.0,60.0,28.0,70.0,58.0,23.0,69.0,62.0,40.0,31.0,20.0,18.0,18.0,66.0,37.0,66.0,34.0,17.0,44.0,6.0,15.0,23.0,10.0,54.0,38.0,56.0,7.0,22.0,13.0,23.0,46.0,36.0,19.0,41.0,36.0,29.0,28.0,36.0,4.0,8.0,50.0,17.0,47.0,73.0,76.0,19.0,25.0,48.0,51.0,71.0,25.0,57.0,48.0,34.0,3.0,0.0,25.0,61.0,63.0,66.0,44.0,22.0,15.0,64.0,41.0,70.0,87.0,53.0,41.0,13.0,44.0,42.0,80.0,35.0,38.0,66.0,69.0,25.0,31.0,74.0,77.0,7.0,12.0,54.0,58.0,11.0,77.0,58.0,61.0,4.0,50.0,34.0,19.0,47.0,35.0,51.0,22.0
2015-14,21.0,28.0,5.0,5.0,34.0,84.0,64.0,25.0,54.0,59.0,40.0,47.0,54.0,71.0,69.0,24.0,31.0,19.0,55.0,41.0,19.0,37.0,22.0,16.0,43.0,47.0,60.0,34.0,19.0,3.0,16.0,42.0,32.0,59.0,54.0,21.0,45.0,16.0,55.0,35.0,46.0,23.0,32.0,4.0,38.0,55.0,56.0,21.0,68.0,15.0,8.0,11.0,5.0,8.0,36.0,32.0,32.0,51.0,52.0,30.0,45.0,24.0,48.0,39.0,79.0,54.0,43.0,38.0,62.0,29.0,45.0,35.0,44.0,55.0,33.0,26.0,47.0,12.0,44.0,52.0,13.0,57.0,60.0,16.0,8.0,36.0,15.0,14.0,50.0,51.0,12.0,33.0,56.0,21.0,56.0,89.0,36.0,54.0,73.0,21.0,31.0,54.0,29.0,59.0,52.0,22.0,41.0,59.0,45.0,30.0,13.0,16.0,16.0,29.0,34.0,58.0,25.0,24.0,35.0,6.0,15.0,20.0,12.0,51.0,37.0,62.0,8.0,22.0,9.0,20.0,41.0,33.0,17.0,35.0,29.0,23.0,26.0,28.0,5.0,10.0,52.0,12.0,43.0,66.0,70.0,20.0,23.0,45.0,44.0,61.0,24.0,50.0,41.0,32.0,2.0,1.0,28.0,56.0,68.0,55.0,38.0,26.0,14.0,55.0,40.0,58.0,74.0,51.0,37.0,12.0,35.0,61.0,69.0,39.0,26.0,61.0,59.0,23.0,31.0,59.0,68.0,7.0,12.0,54.0,53.0,11.0,76.0,52.0,70.0,4.0,43.0,28.0,20.0,42.0,36.0,50.0,32.0
2015-15,17.0,28.0,5.0,4.0,28.0,57.0,65.0,20.0,67.0,64.0,43.0,48.0,60.0,70.0,63.0,27.0,32.0,14.0,50.0,37.0,16.0,39.0,20.0,25.0,38.0,35.0,55.0,33.0,17.0,5.0,2.0,49.0,38.0,75.0,56.0,23.0,43.0,17.0,45.0,31.0,44.0,23.0,26.0,5.0,38.0,52.0,59.0,25.0,70.0,19.0,7.0,11.0,4.0,9.0,39.0,34.0,30.0,53.0,53.0,32.0,45.0,4.0,47.0,41.0,62.0,57.0,40.0,47.0,55.0,32.0,53.0,26.0,48.0,49.0,10.0,23.0,47.0,11.0,45.0,48.0,7.0,62.0,50.0,11.0,7.0,40.0,23.0,15.0,62.0,52.0,9.0,19.0,51.0,21.0,55.0,34.0,33.0,46.0,68.0,26.0,27.0,57.0,30.0,52.0,53.0,18.0,42.0,67.0,39.0,34.0,11.0,15.0,12.0,6.0,35.0,62.0,18.0,30.0,28.0,8.0,16.0,20.0,12.0,50.0,36.0,65.0,7.0,25.0,13.0,25.0,44.0,28.0,18.0,32.0,24.0,24.0,27.0,30.0,5.0,10.0,49.0,9.0,43.0,48.0,69.0,30.0,21.0,44.0,46.0,72.0,23.0,39.0,13.0,30.0,3.0,0.0,29.0,58.0,65.0,53.0,39.0,24.0,17.0,48.0,32.0,53.0,79.0,51.0,32.0,12.0,35.0,51.0,75.0,33.0,33.0,68.0,56.0,22.0,28.0,51.0,72.0,6.0,9.0,49.0,58.0,11.0,77.0,54.0,59.0,3.0,56.0,26.0,22.0,36.0,28.0,45.0,50.0
2015-16,18.0,29.0,5.0,5.0,29.0,51.0,63.0,22.0,68.0,66.0,48.0,52.0,53.0,71.0,64.0,29.0,36.0,18.0,50.0,40.0,15.0,41.0,20.0,23.0,42.0,35.0,59.0,27.0,16.0,5.0,1.0,47.0,37.0,67.0,60.0,24.0,45.0,16.0,56.0,33.0,45.0,26.0,29.0,4.0,42.0,52.0,59.0,24.0,70.0,22.0,8.0,10.0,5.0,8.0,39.0,38.0,32.0,53.0,48.0,34.0,45.0,3.0,47.0,45.0,63.0,50.0,40.0,69.0,50.0,33.0,49.0,27.0,49.0,53.0,8.0,25.0,49.0,13.0,44.0,52.0,8.0,63.0,50.0,12.0,7.0,40.0,30.0,16.0,53.0,52.0,9.0,10.0,55.0,21.0,59.0,29.0,34.0,47.0,69.0,29.0,30.0,55.0,35.0,57.0,55.0,18.0,37.0,69.0,39.0,35.0,10.0,15.0,17.0,5.0,39.0,68.0,20.0,23.0,29.0,10.0,16.0,20.0,12.0,52.0,39.0,68.0,5.0,27.0,14.0,18.0,46.0,31.0,14.0,32.0,24.0,24.0,27.0,31.0,4.0,10.0,53.0,10.0,44.0,50.0,71.0,21.0,22.0,46.0,49.0,75.0,23.0,39.0,12.0,26.0,3.0,0.0,30.0,61.0,64.0,55.0,37.0,28.0,26.0,50.0,32.0,54.0,76.0,52.0,32.0,10.0,33.0,76.0,75.0,34.0,28.0,65.0,59.0,29.0,30.0,54.0,72.0,8.0,9.0,47.0,59.0,11.0,78.0,53.0,49.0,3.0,51.0,24.0,25.0,41.0,28.0,48.0,68.0
2015-17,16.0,28.0,5.0,4.0,33.0,47.0,65.0,21.0,67.0,57.0,45.0,47.0,52.0,68.0,65.0,31.0,35.0,18.0,50.0,36.0,14.0,40.0,19.0,22.0,35.0,34.0,54.0,34.0,17.0,8.0,1.0,46.0,41.0,64.0,60.0,23.0,47.0,13.0,58.0,32.0,47.0,26.0,30.0,6.0,38.0,50.0,54.0,22.0,74.0,22.0,7.0,11.0,4.0,8.0,42.0,38.0,29.0,52.0,48.0,34.0,44.0,2.0,46.0,38.0,74.0,45.0,49.0,72.0,50.0,23.0,55.0,27.0,51.0,51.0,6.0,26.0,45.0,16.0,42.0,50.0,9.0,60.0,50.0,11.0,6.0,42.0,25.0,15.0,58.0,47.0,8.0,25.0,57.0,18.0,55.0,29.0,32.0,46.0,65.0,28.0,26.0,57.0,35.0,57.0,55.0,22.0,35.0,73.0,35.0,42.0,10.0,16.0,15.0,5.0,35.0,58.0,20.0,31.0,32.0,89.0,22.0,23.0,15.0,51.0,41.0,59.0,5.0,22.0,12.0,21.0,46.0,28.0,15.0,31.0,21.0,27.0,27.0,27.0,4.0,9.0,48.0,9.0,47.0,49.0,69.0,32.0,20.0,45.0,46.0,69.0,20.0,38.0,11.0,29.0,3.0,0.0,21.0,59.0,60.0,48.0,37.0,27.0,31.0,50.0,33.0,55.0,75.0,45.0,34.0,10.0,38.0,54.0,71.0,29.0,29.0,66.0,53.0,22.0,27.0,56.0,70.0,7.0,8.0,49.0,63.0,12.0,75.0,61.0,56.0,3.0,44.0,24.0,29.0,43.0,24.0,46.0,89.0
2015-18,17.0,28.0,5.0,4.0,36.0,51.0,74.0,26.0,61.0,57.0,45.0,47.0,52.0,71.0,57.0,35.0,41.0,19.0,49.0,35.0,13.0,45.0,17.0,19.0,38.0,30.0,49.0,33.0,19.0,7.0,0.0,45.0,43.0,60.0,60.0,21.0,45.0,13.0,56.0,36.0,48.0,25.0,32.0,4.0,40.0,53.0,58.0,27.0,84.0,29.0,7.0,11.0,4.0,10.0,45.0,46.0,29.0,53.0,50.0,32.0,40.0,3.0,47.0,60.0,73.0,45.0,42.0,46.0,50.0,25.0,51.0,32.0,54.0,48.0,4.0,28.0,45.0,14.0,45.0,53.0,11.0,63.0,49.0,11.0,8.0,40.0,26.0,17.0,65.0,47.0,6.0,17.0,50.0,23.0,42.0,25.0,33.0,42.0,73.0,39.0,33.0,62.0,40.0,55.0,61.0,16.0,40.0,87.0,39.0,85.0,10.0,16.0,18.0,4.0,30.0,54.0,21.0,29.0,46.0,20.0,23.0,22.0,14.0,52.0,46.0,50.0,9.0,23.0,10.0,18.0,44.0,27.0,17.0,32.0,16.0,35.0,31.0,27.0,5.0,9.0,49.0,10.0,53.0,55.0,69.0,54.0,23.0,46.0,46.0,63.0,18.0,38.0,10.0,20.0,3.0,1.0,32.0,55.0,67.0,50.0,35.0,26.0,48.0,50.0,34.0,60.0,75.0,66.0,31.0,10.0,33.0,35.0,72.0,27.0,27.0,64.0,56.0,23.0,24.0,74.0,70.0,11.0,8.0,49.0,88.0,14.0,76.0,77.0,62.0,3.0,42.0,24.0,34.0,47.0,24.0,49.0,76.0
2015-19,19.0,27.0,4.0,4.0,38.0,58.0,66.0,26.0,64.0,61.0,49.0,47.0,52.0,71.0,58.0,33.0,43.0,23.0,49.0,36.0,13.0,40.0,17.0,24.0,41.0,33.0,48.0,23.0,17.0,7.0,0.0,56.0,39.0,67.0,58.0,21.0,55.0,12.0,60.0,33.0,50.0,29.0,34.0,6.0,38.0,50.0,57.0,27.0,77.0,26.0,7.0,12.0,4.0,7.0,43.0,42.0,28.0,49.0,59.0,33.0,46.0,2.0,48.0,51.0,72.0,44.0,37.0,46.0,47.0,29.0,56.0,30.0,54.0,51.0,7.0,32.0,45.0,17.0,44.0,51.0,11.0,67.0,48.0,11.0,7.0,43.0,28.0,17.0,58.0,49.0,8.0,15.0,55.0,23.0,44.0,27.0,33.0,46.0,70.0,36.0,43.0,60.0,46.0,52.0,57.0,23.0,39.0,78.0,40.0,42.0,11.0,17.0,14.0,5.0,34.0,58.0,20.0,17.0,46.0,9.0,22.0,25.0,17.0,52.0,38.0,55.0,9.0,26.0,14.0,20.0,46.0,30.0,17.0,29.0,20.0,32.0,33.0,27.0,5.0,8.0,52.0,10.0,54.0,54.0,72.0,47.0,24.0,42.0,45.0,65.0,20.0,40.0,11.0,26.0,3.0,0.0,27.0,55.0,70.0,53.0,35.0,30.0,70.0,52.0,35.0,59.0,83.0,54.0,32.0,11.0,36.0,53.0,70.0,29.0,26.0,67.0,57.0,23.0,24.0,70.0,75.0,7.0,8.0,49.0,59.0,12.0,75.0,67.0,76.0,3.0,48.0,25.0,38.0,49.0,26.0,56.0,68.0
2015-20,18.0,27.0,5.0,4.0,47.0,51.0,66.0,38.0,85.0,64.0,63.0,49.0,53.0,75.0,64.0,32.0,47.0,28.0,51.0,37.0,12.0,39.0,19.0,24.0,46.0,32.0,48.0,23.0,20.0,7.0,1.0,45.0,45.0,68.0,58.0,22.0,53.0,13.0,65.0,32.0,46.0,28.0,31.0,4.0,40.0,53.0,56.0,26.0,80.0,31.0,8.0,12.0,5.0,7.0,48.0,49.0,27.0,48.0,65.0,33.0,47.0,1.0,48.0,49.0,67.0,47.0,41.0,46.0,53.0,23.0,56.0,32.0,56.0,52.0,8.0,32.0,47.0,18.0,46.0,55.0,11.0,75.0,47.0,11.0,6.0,52.0,32.0,17.0,61.0,51.0,5.0,16.0,58.0,24.0,40.0,28.0,32.0,43.0,69.0,44.0,33.0,62.0,56.0,58.0,70.0,11.0,33.0,81.0,43.0,43.0,11.0,16.0,14.0,7.0,34.0,60.0,20.0,32.0,32.0,7.0,26.0,27.0,22.0,49.0,42.0,64.0,12.0,30.0,14.0,17.0,48.0,33.0,17.0,31.0,17.0,47.0,37.0,27.0,5.0,8.0,50.0,11.0,59.0,58.0,72.0,66.0,21.0,46.0,49.0,70.0,19.0,39.0,11.0,30.0,3.0,0.0,26.0,56.0,75.0,50.0,38.0,30.0,90.0,51.0,36.0,64.0,81.0,51.0,31.0,11.0,44.0,62.0,71.0,28.0,30.0,67.0,54.0,22.0,24.0,73.0,73.0,7.0,8.0,49.0,61.0,12.0,72.0,58.0,78.0,3.0,47.0,24.0,47.0,43.0,24.0,51.0,62.0
2015-21,18.0,27.0,5.0,6.0,46.0,53.0,71.0,53.0,86.0,65.0,82.0,50.0,65.0,80.0,66.0,41.0,50.0,37.0,50.0,36.0,13.0,38.0,19.0,26.0,45.0,32.0,47.0,26.0,19.0,9.0,0.0,50.0,47.0,66.0,61.0,20.0,57.0,14.0,65.0,33.0,49.0,27.0,32.0,5.0,39.0,54.0,58.0,31.0,84.0,50.0,8.0,14.0,4.0,8.0,57.0,65.0,27.0,53.0,75.0,35.0,42.0,1.0,53.0,59.0,66.0,45.0,40.0,39.0,56.0,21.0,63.0,34.0,63.0,54.0,6.0,32.0,46.0,17.0,48.0,57.0,13.0,100.0,49.0,12.0,6.0,58.0,31.0,21.0,70.0,49.0,6.0,18.0,54.0,39.0,42.0,28.0,29.0,44.0,75.0,43.0,40.0,77.0,70.0,57.0,70.0,12.0,33.0,93.0,35.0,44.0,13.0,19.0,17.0,4.0,32.0,53.0,24.0,37.0,38.0,8.0,32.0,31.0,30.0,47.0,53.0,63.0,21.0,41.0,12.0,21.0,47.0,33.0,18.0,32.0,21.0,55.0,44.0,27.0,5.0,10.0,50.0,12.0,64.0,62.0,78.0,42.0,24.0,43.0,49.0,66.0,17.0,42.0,10.0,20.0,3.0,0.0,28.0,57.0,86.0,48.0,42.0,33.0,97.0,49.0,38.0,71.0,81.0,58.0,31.0,12.0,38.0,57.0,78.0,26.0,36.0,67.0,55.0,27.0,24.0,79.0,76.0,10.0,8.0,54.0,61.0,11.0,77.0,74.0,85.0,3.0,40.0,29.0,65.0,42.0,30.0,57.0,35.0
